,Name,Path,Class
11674,Актау,HKR_dataset/img/13_22_162.jpg,1
11759,Актау,HKR_dataset/img/10_7_52.jpg,1
11784,Актау,HKR_dataset/img/10_7_22.jpg,1
11874,Актау,HKR_dataset/img/13_22_182.jpg,1
12041,Актау,HKR_dataset/img/10_7_39.jpg,1
12291,Актау,HKR_dataset/img/10_7_153.jpg,1
12332,Актау,HKR_dataset/img/13_22_183.jpg,1
12488,Актау,HKR_dataset/img/10_7_117.jpg,1
12544,Актау,HKR_dataset/img/10_7_247.jpg,1
12563,Актау,HKR_dataset/img/13_22_190.jpg,1
12625,Актау,HKR_dataset/img/10_7_255.jpg,1
12719,Актау,HKR_dataset/img/13_22_188.jpg,1
13105,Актау,HKR_dataset/img/10_7_238.jpg,1
13409,Актау,HKR_dataset/img/10_7_425.jpg,1
13543,Актау,HKR_dataset/img/10_7_418.jpg,1
13632,Актау,HKR_dataset/img/10_7_401.jpg,1
13664,Актау,HKR_dataset/img/10_7_106.jpg,1
13740,Актау,HKR_dataset/img/10_7_107.jpg,1
13752,Актау,HKR_dataset/img/10_7_370.jpg,1
14037,Актау,HKR_dataset/img/10_7_408.jpg,1
14221,Актау,HKR_dataset/img/10_7_176.jpg,1
14429,Актау,HKR_dataset/img/10_7_303.jpg,1
14694,Актау,HKR_dataset/img/10_7_115.jpg,1
14786,Актау,HKR_dataset/img/11_40_68.jpg,1
14863,Актау,HKR_dataset/img/10_7_298.jpg,1
14886,Актау,HKR_dataset/img/10_7_376.jpg,1
14923,Актау,HKR_dataset/img/10_7_167.jpg,1
14928,Актау,HKR_dataset/img/10_7_246.jpg,1
15019,Актау,HKR_dataset/img/10_7_74.jpg,1
15319,Актау,HKR_dataset/img/11_40_20.jpg,1
15470,Актау,HKR_dataset/img/10_7_56.jpg,1
15631,Актау,HKR_dataset/img/10_7_206.jpg,1
15970,Актау,HKR_dataset/img/10_7_144.jpg,1
16278,Актау,HKR_dataset/img/10_7_57.jpg,1
16299,Актау,HKR_dataset/img/13_22_184.jpg,1
16377,Актау,HKR_dataset/img/10_7_201.jpg,1
16406,Актау,HKR_dataset/img/13_22_200.jpg,1
16514,Актау,HKR_dataset/img/10_7_375.jpg,1
16660,Актау,HKR_dataset/img/10_7_343.jpg,1
16662,Актау,HKR_dataset/img/11_40_67.jpg,1
16717,Актау,HKR_dataset/img/10_7_8.jpg,1
16839,Актау,HKR_dataset/img/10_7_114.jpg,1
16992,Актау,HKR_dataset/img/10_7_435.jpg,1
17064,Актау,HKR_dataset/img/10_7_200.jpg,1
17087,Актау,HKR_dataset/img/10_7_41.jpg,1
17140,Актау,HKR_dataset/img/13_22_176.jpg,1
17190,Актау,HKR_dataset/img/10_7_439.jpg,1
17197,Актау,HKR_dataset/img/10_7_116.jpg,1
17300,Актау,HKR_dataset/img/10_7_0.jpg,1
17574,Актау,HKR_dataset/img/10_7_105.jpg,1
17601,Актау,HKR_dataset/img/10_7_177.jpg,1
17664,Актау,HKR_dataset/img/10_7_60.jpg,1
17802,Актау,HKR_dataset/img/10_7_300.jpg,1
17820,Актау,HKR_dataset/img/11_40_13.jpg,1
17849,Актау,HKR_dataset/img/13_22_157.jpg,1
18164,Актау,HKR_dataset/img/10_7_422.jpg,1
18462,Актау,HKR_dataset/img/10_7_234.jpg,1
18632,Актау,HKR_dataset/img/10_7_460.jpg,1
18653,Актау,HKR_dataset/img/11_40_48.jpg,1
18689,Актау,HKR_dataset/img/11_40_65.jpg,1
19151,Актау,HKR_dataset/img/11_40_57.jpg,1
19172,Актау,HKR_dataset/img/10_7_202.jpg,1
19212,Актау,HKR_dataset/img/11_40_56.jpg,1
19489,Актау,HKR_dataset/img/10_7_450.jpg,1
19495,Актау,HKR_dataset/img/13_22_169.jpg,1
19616,Актау,HKR_dataset/img/10_7_3.jpg,1
19821,Актау,HKR_dataset/img/10_7_72.jpg,1
19927,Актау,HKR_dataset/img/11_40_0.jpg,1
19936,Актау,HKR_dataset/img/10_7_391.jpg,1
20044,Актау,HKR_dataset/img/11_40_23.jpg,1
20174,Актау,HKR_dataset/img/10_7_32.jpg,1
20204,Актау,HKR_dataset/img/10_7_172.jpg,1
20529,Актау,HKR_dataset/img/10_7_203.jpg,1
20562,Актау,HKR_dataset/img/11_40_16.jpg,1
20749,Актау,HKR_dataset/img/11_40_29.jpg,1
20867,Актау,HKR_dataset/img/11_40_50_.jpg,1
20964,Актау,HKR_dataset/img/10_7_34.jpg,1
21163,Актау,HKR_dataset/img/10_7_379.jpg,1
21564,Актау,HKR_dataset/img/10_7_407.jpg,1
21614,Актау,HKR_dataset/img/10_7_357.jpg,1
21722,Актау,HKR_dataset/img/10_7_221.jpg,1
21723,Актау,HKR_dataset/img/10_7_348.jpg,1
21891,Актау,HKR_dataset/img/10_7_33.jpg,1
21948,Актау,HKR_dataset/img/10_7_166.jpg,1
21996,Актау,HKR_dataset/img/11_40_60_.jpg,1
22049,Актау,HKR_dataset/img/10_7_292.jpg,1
22146,Актау,HKR_dataset/img/13_22_164.jpg,1
22176,Актау,HKR_dataset/img/10_7_154.jpg,1
22299,Актау,HKR_dataset/img/10_7_286.jpg,1
22625,Актау,HKR_dataset/img/10_7_353.jpg,1
22736,Актау,HKR_dataset/img/10_7_409.jpg,1
22838,Актау,HKR_dataset/img/10_7_363_.jpg,1
22960,Актау,HKR_dataset/img/11_40_63_.jpg,1
23125,Актау,HKR_dataset/img/11_40_69.jpg,1
23279,Актау,HKR_dataset/img/10_7_417.jpg,1
23526,Актау,HKR_dataset/img/11_40_19.jpg,1
23848,Актау,HKR_dataset/img/10_7_48_.jpg,1
23874,Актау,HKR_dataset/img/10_7_137.jpg,1
24014,Актау,HKR_dataset/img/10_7_70.jpg,1
24681,Актау,HKR_dataset/img/11_40_62.jpg,1
24704,Актау,HKR_dataset/img/11_40_64.jpg,1
24845,Актау,HKR_dataset/img/10_7_218.jpg,1
24951,Актау,HKR_dataset/img/10_7_21.jpg,1
25172,Актау,HKR_dataset/img/10_7_77.jpg,1
25693,Актау,HKR_dataset/img/10_7_108.jpg,1
25748,Актау,HKR_dataset/img/10_7_260.jpg,1
25768,Актау,HKR_dataset/img/10_7_413.jpg,1
25850,Актау,HKR_dataset/img/11_40_61.jpg,1
26299,Актау,HKR_dataset/img/11_40_3.jpg,1
26535,Актау,HKR_dataset/img/11_40_40.jpg,1
26536,Актау,HKR_dataset/img/10_7_284.jpg,1
26591,Актау,HKR_dataset/img/13_22_174.jpg,1
26651,Актау,HKR_dataset/img/10_7_123.jpg,1
26921,Актау,HKR_dataset/img/13_22_167.jpg,1
26946,Актау,HKR_dataset/img/11_40_45.jpg,1
27097,Актау,HKR_dataset/img/10_7_289.jpg,1
27238,Актау,HKR_dataset/img/10_7_388.jpg,1
27247,Актау,HKR_dataset/img/10_7_341.jpg,1
27313,Актау,HKR_dataset/img/11_40_14.jpg,1
27420,Актау,HKR_dataset/img/13_22_181.jpg,1
27468,Актау,HKR_dataset/img/10_7_428.jpg,1
27571,Актау,HKR_dataset/img/10_7_389.jpg,1
27695,Актау,HKR_dataset/img/10_7_133.jpg,1
27703,Актау,HKR_dataset/img/10_7_214.jpg,1
27739,Актау,HKR_dataset/img/10_7_431.jpg,1
27742,Актау,HKR_dataset/img/13_22_155.jpg,1
27769,Актау,HKR_dataset/img/10_7_125.jpg,1
27788,Актау,HKR_dataset/img/10_7_98.jpg,1
27894,Актау,HKR_dataset/img/10_7_266.jpg,1
27986,Актау,HKR_dataset/img/10_7_427.jpg,1
28110,Актау,HKR_dataset/img/10_7_142.jpg,1
28161,Актау,HKR_dataset/img/10_7_151.jpg,1
28223,Актау,HKR_dataset/img/10_7_233.jpg,1
28322,Актау,HKR_dataset/img/10_7_212.jpg,1
28466,Актау,HKR_dataset/img/10_7_164.jpg,1
28699,Актау,HKR_dataset/img/11_40_5.jpg,1
28714,Актау,HKR_dataset/img/10_7_47.jpg,1
28778,Актау,HKR_dataset/img/10_7_191.jpg,1
29179,Актау,HKR_dataset/img/10_7_86.jpg,1
29284,Актау,HKR_dataset/img/10_7_132.jpg,1
29332,Актау,HKR_dataset/img/10_7_355.jpg,1
29400,Актау,HKR_dataset/img/10_7_101.jpg,1
29600,Актау,HKR_dataset/img/10_7_458.jpg,1
29792,Актау,HKR_dataset/img/10_7_24.jpg,1
29954,Актау,HKR_dataset/img/10_7_163.jpg,1
29962,Актау,HKR_dataset/img/10_7_252.jpg,1
30119,Актау,HKR_dataset/img/10_7_120.jpg,1
30292,Актау,HKR_dataset/img/10_7_140.jpg,1
30311,Актау,HKR_dataset/img/10_7_421.jpg,1
30412,Актау,HKR_dataset/img/13_22_203.jpg,1
30458,Актау,HKR_dataset/img/10_7_361.jpg,1
30459,Актау,HKR_dataset/img/10_7_232.jpg,1
30469,Актау,HKR_dataset/img/11_40_30_.jpg,1
30566,Актау,HKR_dataset/img/10_7_187.jpg,1
30813,Актау,HKR_dataset/img/13_22_171.jpg,1
30988,Актау,HKR_dataset/img/13_22_194.jpg,1
31194,Актау,HKR_dataset/img/10_7_400.jpg,1
31250,Актау,HKR_dataset/img/10_7_82.jpg,1
31370,Актау,HKR_dataset/img/10_7_470.jpg,1
31380,Актау,HKR_dataset/img/10_7_242.jpg,1
31605,Актау,HKR_dataset/img/10_7_1.jpg,1
31629,Актау,HKR_dataset/img/10_7_471.jpg,1
31933,Актау,HKR_dataset/img/10_7_168.jpg,1
31978,Актау,HKR_dataset/img/10_7_134.jpg,1
31985,Актау,HKR_dataset/img/10_7_248.jpg,1
32377,Актау,HKR_dataset/img/10_7_15.jpg,1
32387,Актау,HKR_dataset/img/10_7_68.jpg,1
32759,Актау,HKR_dataset/img/10_7_14.jpg,1
32795,Актау,HKR_dataset/img/10_7_27.jpg,1
32889,Актау,HKR_dataset/img/10_7_404.jpg,1
33209,Актау,HKR_dataset/img/10_7_4.jpg,1
33489,Актау,HKR_dataset/img/10_7_243.jpg,1
33642,Актау,HKR_dataset/img/10_7_316.jpg,1
33716,Актау,HKR_dataset/img/11_40_7.jpg,1
33823,Актау,HKR_dataset/img/10_7_9.jpg,1
34138,Актау,HKR_dataset/img/10_7_126.jpg,1
34224,Актау,HKR_dataset/img/11_40_11.jpg,1
34244,Актау,HKR_dataset/img/13_22_160.jpg,1
34360,Актау,HKR_dataset/img/11_40_28.jpg,1
34585,Актау,HKR_dataset/img/10_7_295.jpg,1
34671,Актау,HKR_dataset/img/13_22_189.jpg,1
34792,Актау,HKR_dataset/img/10_7_61.jpg,1
34804,Актау,HKR_dataset/img/10_7_308.jpg,1
34988,Актау,HKR_dataset/img/10_7_188.jpg,1
34992,Актау,HKR_dataset/img/10_7_54_.jpg,1
35003,Актау,HKR_dataset/img/13_22_204.jpg,1
35220,Актау,HKR_dataset/img/10_7_19.jpg,1
35239,Актау,HKR_dataset/img/13_22_161.jpg,1
35436,Актау,HKR_dataset/img/10_7_433.jpg,1
36103,Актау,HKR_dataset/img/10_7_128.jpg,1
36161,Актау,HKR_dataset/img/10_7_459.jpg,1
36253,Актау,HKR_dataset/img/10_7_157.jpg,1
36569,Актау,HKR_dataset/img/10_7_436.jpg,1
36603,Актау,HKR_dataset/img/10_7_208.jpg,1
36790,Актау,HKR_dataset/img/10_7_135.jpg,1
36810,Актау,HKR_dataset/img/10_7_199.jpg,1
36867,Актау,HKR_dataset/img/10_7_365.jpg,1
36939,Актау,HKR_dataset/img/11_40_31.jpg,1
36979,Актау,HKR_dataset/img/10_7_366.jpg,1
36983,Актау,HKR_dataset/img/10_7_90.jpg,1
37002,Актау,HKR_dataset/img/13_22_202.jpg,1
37118,Актау,HKR_dataset/img/11_40_42.jpg,1
37179,Актау,HKR_dataset/img/10_7_45.jpg,1
37181,Актау,HKR_dataset/img/10_7_222.jpg,1
37217,Актау,HKR_dataset/img/10_7_122.jpg,1
37274,Актау,HKR_dataset/img/10_7_118.jpg,1
37483,Актау,HKR_dataset/img/13_22_180.jpg,1
37538,Актау,HKR_dataset/img/13_22_196.jpg,1
37701,Актау,HKR_dataset/img/10_7_374.jpg,1
37719,Актау,HKR_dataset/img/10_7_371.jpg,1
37794,Актау,HKR_dataset/img/10_7_406.jpg,1
37799,Актау,HKR_dataset/img/10_7_213.jpg,1
38026,Актау,HKR_dataset/img/10_7_338.jpg,1
38157,Актау,HKR_dataset/img/10_7_444.jpg,1
38276,Актау,HKR_dataset/img/10_7_73.jpg,1
38499,Актау,HKR_dataset/img/13_22_165.jpg,1
38642,Актау,HKR_dataset/img/11_40_46.jpg,1
38678,Актау,HKR_dataset/img/10_7_227.jpg,1
38798,Актау,HKR_dataset/img/11_40_12.jpg,1
38829,Актау,HKR_dataset/img/10_7_356.jpg,1
38923,Актау,HKR_dataset/img/10_7_84.jpg,1
39037,Актау,HKR_dataset/img/10_7_85.jpg,1
39463,Актау,HKR_dataset/img/11_40_66.jpg,1
39473,Актау,HKR_dataset/img/10_7_314.jpg,1
39767,Актау,HKR_dataset/img/10_7_352.jpg,1
39809,Актау,HKR_dataset/img/10_7_245.jpg,1
39824,Актау,HKR_dataset/img/11_40_15.jpg,1
40214,Актау,HKR_dataset/img/10_7_223.jpg,1
40301,Актау,HKR_dataset/img/13_22_178.jpg,1
40467,Актау,HKR_dataset/img/13_22_142_.jpg,1
40528,Актау,HKR_dataset/img/10_7_210.jpg,1
40586,Актау,HKR_dataset/img/10_7_11.jpg,1
40743,Актау,HKR_dataset/img/10_7_194.jpg,1
40854,Актау,HKR_dataset/img/10_7_377.jpg,1
40941,Актау,HKR_dataset/img/10_7_205.jpg,1
41097,Актау,HKR_dataset/img/10_7_185.jpg,1
41614,Актау,HKR_dataset/img/11_40_25.jpg,1
41859,Актау,HKR_dataset/img/10_7_145.jpg,1
42229,Актау,HKR_dataset/img/13_22_199.jpg,1
42409,Актау,HKR_dataset/img/10_7_350.jpg,1
42489,Актау,HKR_dataset/img/10_7_143.jpg,1
42518,Актау,HKR_dataset/img/10_7_297.jpg,1
42859,Актау,HKR_dataset/img/11_40_18.jpg,1
42865,Актау,HKR_dataset/img/10_7_6.jpg,1
42946,Актау,HKR_dataset/img/11_40_17.jpg,1
42962,Актау,HKR_dataset/img/10_7_251.jpg,1
42968,Актау,HKR_dataset/img/10_7_285.jpg,1
43226,Актау,HKR_dataset/img/10_7_230.jpg,1
43288,Актау,HKR_dataset/img/10_7_23.jpg,1
43479,Актау,HKR_dataset/img/10_7_372.jpg,1
43546,Актау,HKR_dataset/img/10_7_159.jpg,1
44107,Актау,HKR_dataset/img/10_7_337.jpg,1
44167,Актау,HKR_dataset/img/10_7_369.jpg,1
44217,Актау,HKR_dataset/img/10_7_111.jpg,1
44486,Актау,HKR_dataset/img/10_7_237.jpg,1
44551,Актау,HKR_dataset/img/11_40_59.jpg,1
44624,Актау,HKR_dataset/img/10_7_287.jpg,1
44665,Актау,HKR_dataset/img/10_7_254.jpg,1
44704,Актау,HKR_dataset/img/10_7_432.jpg,1
44780,Актау,HKR_dataset/img/11_40_32.jpg,1
44804,Актау,HKR_dataset/img/10_7_250.jpg,1
45051,Актау,HKR_dataset/img/10_7_20.jpg,1
45079,Актау,HKR_dataset/img/10_7_16.jpg,1
45100,Актау,HKR_dataset/img/10_7_293.jpg,1
45135,Актау,HKR_dataset/img/10_7_13.jpg,1
45567,Актау,HKR_dataset/img/10_7_162.jpg,1
45639,Актау,HKR_dataset/img/10_7_319.jpg,1
45762,Актау,HKR_dataset/img/10_7_67.jpg,1
45903,Актау,HKR_dataset/img/10_7_395.jpg,1
45944,Актау,HKR_dataset/img/10_7_354.jpg,1
45993,Актау,HKR_dataset/img/10_7_119.jpg,1
46169,Актау,HKR_dataset/img/10_7_430.jpg,1
46425,Актау,HKR_dataset/img/10_7_390.jpg,1
46475,Актау,HKR_dataset/img/10_7_36.jpg,1
46711,Актау,HKR_dataset/img/10_7_219.jpg,1
46821,Актау,HKR_dataset/img/10_7_209.jpg,1
46856,Актау,HKR_dataset/img/13_22_151.jpg,1
47162,Актау,HKR_dataset/img/10_7_241_.jpg,1
47422,Актау,HKR_dataset/img/11_40_26.jpg,1
47576,Актау,HKR_dataset/img/11_40_6.jpg,1
47622,Актау,HKR_dataset/img/10_7_373.jpg,1
47631,Актау,HKR_dataset/img/10_7_299.jpg,1
47788,Актау,HKR_dataset/img/10_7_290.jpg,1
47908,Актау,HKR_dataset/img/13_22_186.jpg,1
47915,Актау,HKR_dataset/img/10_7_236.jpg,1
47988,Актау,HKR_dataset/img/10_7_465.jpg,1
48120,Актау,HKR_dataset/img/10_7_78.jpg,1
48216,Актау,HKR_dataset/img/10_7_424.jpg,1
48798,Актау,HKR_dataset/img/10_7_94.jpg,1
48905,Актау,HKR_dataset/img/10_7_183_.jpg,1
48971,Актау,HKR_dataset/img/10_7_411.jpg,1
49435,Актау,HKR_dataset/img/10_7_99.jpg,1
49440,Актау,HKR_dataset/img/10_7_38.jpg,1
49503,Актау,HKR_dataset/img/10_7_173.jpg,1
49570,Актау,HKR_dataset/img/10_7_182_.jpg,1
49669,Актау,HKR_dataset/img/10_7_92.jpg,1
49695,Актау,HKR_dataset/img/13_22_166.jpg,1
50170,Актау,HKR_dataset/img/10_7_160.jpg,1
50330,Актау,HKR_dataset/img/10_7_44.jpg,1
50783,Актау,HKR_dataset/img/10_7_336.jpg,1
50830,Актау,HKR_dataset/img/10_7_193.jpg,1
50915,Актау,HKR_dataset/img/10_7_158.jpg,1
51277,Актау,HKR_dataset/img/10_7_46.jpg,1
51299,Актау,HKR_dataset/img/10_7_399.jpg,1
51343,Актау,HKR_dataset/img/13_22_143.jpg,1
51421,Актау,HKR_dataset/img/10_7_93.jpg,1
51492,Актау,HKR_dataset/img/11_40_10.jpg,1
51510,Актау,HKR_dataset/img/11_40_33.jpg,1
51562,Актау,HKR_dataset/img/10_7_440.jpg,1
51861,Актау,HKR_dataset/img/11_40_36.jpg,1
52191,Актау,HKR_dataset/img/10_7_307.jpg,1
52233,Актау,HKR_dataset/img/11_40_21.jpg,1
52619,Актау,HKR_dataset/img/10_7_415.jpg,1
52919,Актау,HKR_dataset/img/10_7_40.jpg,1
52977,Актау,HKR_dataset/img/10_7_359.jpg,1
53096,Актау,HKR_dataset/img/10_7_7.jpg,1
53239,Актау,HKR_dataset/img/10_7_103.jpg,1
53297,Актау,HKR_dataset/img/10_7_420.jpg,1
53703,Актау,HKR_dataset/img/10_7_360.jpg,1
53745,Актау,HKR_dataset/img/10_7_181.jpg,1
53754,Актау,HKR_dataset/img/10_7_229.jpg,1
53773,Актау,HKR_dataset/img/10_7_380.jpg,1
53801,Актау,HKR_dataset/img/10_7_100.jpg,1
53850,Актау,HKR_dataset/img/11_40_27.jpg,1
53998,Актау,HKR_dataset/img/10_7_124.jpg,1
54006,Актау,HKR_dataset/img/10_7_381.jpg,1
54028,Актау,HKR_dataset/img/10_7_256.jpg,1
54183,Актау,HKR_dataset/img/10_7_175.jpg,1
54363,Актау,HKR_dataset/img/11_40_47.jpg,1
54419,Актау,HKR_dataset/img/10_7_339.jpg,1
54422,Актау,HKR_dataset/img/13_22_187.jpg,1
54462,Актау,HKR_dataset/img/10_7_344.jpg,1
54784,Актау,HKR_dataset/img/11_40_53.jpg,1
54885,Актау,HKR_dataset/img/10_7_96_.jpg,1
55019,Актау,HKR_dataset/img/10_7_207.jpg,1
55180,Актау,HKR_dataset/img/10_7_328.jpg,1
55294,Актау,HKR_dataset/img/11_40_38.jpg,1
55519,Актау,HKR_dataset/img/10_7_80.jpg,1
55574,Актау,HKR_dataset/img/10_7_330.jpg,1
55593,Актау,HKR_dataset/img/10_7_26.jpg,1
55703,Актау,HKR_dataset/img/10_7_180.jpg,1
55850,Актау,HKR_dataset/img/10_7_189_.jpg,1
55853,Актау,HKR_dataset/img/10_7_66.jpg,1
55876,Актау,HKR_dataset/img/10_7_198.jpg,1
56013,Актау,HKR_dataset/img/10_7_412.jpg,1
56062,Актау,HKR_dataset/img/11_40_24.jpg,1
56082,Актау,HKR_dataset/img/11_40_43.jpg,1
56325,Актау,HKR_dataset/img/10_7_96.jpg,1
56457,Актау,HKR_dataset/img/10_7_161.jpg,1
56553,Актау,HKR_dataset/img/13_22_154.jpg,1
56679,Актау,HKR_dataset/img/10_7_434.jpg,1
57082,Актау,HKR_dataset/img/11_40_22.jpg,1
57087,Актау,HKR_dataset/img/10_7_110.jpg,1
57148,Актау,HKR_dataset/img/10_7_186.jpg,1
57674,Актау,HKR_dataset/img/13_22_152.jpg,1
57828,Актау,HKR_dataset/img/10_7_147.jpg,1
57930,Актау,HKR_dataset/img/13_22_149.jpg,1
58236,Актау,HKR_dataset/img/11_40_1.jpg,1
58506,Актау,HKR_dataset/img/10_7_136.jpg,1
58594,Актау,HKR_dataset/img/10_7_215.jpg,1
58638,Актау,HKR_dataset/img/10_7_109.jpg,1
58746,Актау,HKR_dataset/img/13_22_145.jpg,1
58755,Актау,HKR_dataset/img/13_22_195_.jpg,1
59068,Актау,HKR_dataset/img/10_7_296.jpg,1
59191,Актау,HKR_dataset/img/10_7_259.jpg,1
59193,Актау,HKR_dataset/img/10_7_42.jpg,1
59586,Актау,HKR_dataset/img/10_7_55_.jpg,1
59842,Актау,HKR_dataset/img/10_7_75.jpg,1
60190,Актау,HKR_dataset/img/10_7_102.jpg,1
60207,Актау,HKR_dataset/img/10_7_416.jpg,1
60556,Актау,HKR_dataset/img/10_7_364.jpg,1
60822,Актау,HKR_dataset/img/10_7_362.jpg,1
60875,Актау,HKR_dataset/img/10_7_28.jpg,1
60911,Актау,HKR_dataset/img/10_7_87.jpg,1
61048,Актау,HKR_dataset/img/10_7_184.jpg,1
61230,Актау,HKR_dataset/img/11_40_9.jpg,1
61248,Актау,HKR_dataset/img/10_7_195.jpg,1
61354,Актау,HKR_dataset/img/10_7_441.jpg,1
61554,Актау,HKR_dataset/img/11_40_51.jpg,1
61836,Актау,HKR_dataset/img/11_40_35.jpg,1
61970,Актау,HKR_dataset/img/10_7_258.jpg,1
62015,Актау,HKR_dataset/img/10_7_216.jpg,1
62062,Актау,HKR_dataset/img/11_40_34.jpg,1
62113,Актау,HKR_dataset/img/10_7_385.jpg,1
62374,Актау,HKR_dataset/img/10_7_196.jpg,1
62575,Актау,HKR_dataset/img/13_22_175.jpg,1
62832,Актау,HKR_dataset/img/10_7_50.jpg,1
62918,Актау,HKR_dataset/img/10_7_79.jpg,1
63331,Актау,HKR_dataset/img/10_7_59.jpg,1
63550,Актау,HKR_dataset/img/10_7_217.jpg,1
63587,Актау,HKR_dataset/img/10_7_394.jpg,1
63656,Актау,HKR_dataset/img/10_7_170.jpg,1
63661,Актау,HKR_dataset/img/10_7_58_.jpg,1
63706,Актау,HKR_dataset/img/10_7_423.jpg,1
63732,Актау,HKR_dataset/img/10_7_71.jpg,1
63927,Актау,HKR_dataset/img/10_7_146.jpg,1
64109,Актау,HKR_dataset/img/10_7_190.jpg,1
64310,Актау,HKR_dataset/img/10_7_437.jpg,1
64314,Актау,HKR_dataset/img/10_7_62.jpg,1
64529,Актау,HKR_dataset/img/10_7_288.jpg,1
